group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Sequential Blind Schnorr,step 1[s = 16],,,,1091774.0,ns,4
Sequential Blind Schnorr,step 1[s = 16],,,,2198547.0,ns,8
Sequential Blind Schnorr,step 1[s = 16],,,,3275831.0,ns,12
Sequential Blind Schnorr,step 1[s = 16],,,,4392004.0,ns,16
Sequential Blind Schnorr,step 1[s = 16],,,,5471939.0,ns,20
Sequential Blind Schnorr,step 1[s = 16],,,,6569671.0,ns,24
Sequential Blind Schnorr,step 1[s = 16],,,,7675426.0,ns,28
Sequential Blind Schnorr,step 1[s = 16],,,,8760999.0,ns,32
Sequential Blind Schnorr,step 1[s = 16],,,,9852801.0,ns,36
Sequential Blind Schnorr,step 1[s = 16],,,,10945426.0,ns,40
Sequential Blind Schnorr,step 1[s = 16],,,,12048451.0,ns,44
Sequential Blind Schnorr,step 1[s = 16],,,,13155623.0,ns,48
Sequential Blind Schnorr,step 1[s = 16],,,,14257018.0,ns,52
Sequential Blind Schnorr,step 1[s = 16],,,,15317960.0,ns,56
Sequential Blind Schnorr,step 1[s = 16],,,,16435556.0,ns,60
Sequential Blind Schnorr,step 1[s = 16],,,,17538937.0,ns,64
Sequential Blind Schnorr,step 1[s = 16],,,,18648373.0,ns,68
Sequential Blind Schnorr,step 1[s = 16],,,,19714375.0,ns,72
Sequential Blind Schnorr,step 1[s = 16],,,,20785018.0,ns,76
Sequential Blind Schnorr,step 1[s = 16],,,,21903973.0,ns,80
Sequential Blind Schnorr,step 1[s = 16],,,,22990506.0,ns,84
Sequential Blind Schnorr,step 1[s = 16],,,,24104780.0,ns,88
Sequential Blind Schnorr,step 1[s = 16],,,,25201504.0,ns,92
Sequential Blind Schnorr,step 1[s = 16],,,,26317087.0,ns,96
Sequential Blind Schnorr,step 1[s = 16],,,,27411582.0,ns,100
Sequential Blind Schnorr,step 1[s = 16],,,,28507924.0,ns,104
Sequential Blind Schnorr,step 1[s = 16],,,,29599869.0,ns,108
Sequential Blind Schnorr,step 1[s = 16],,,,30686812.0,ns,112
Sequential Blind Schnorr,step 1[s = 16],,,,31811727.0,ns,116
Sequential Blind Schnorr,step 1[s = 16],,,,32903820.0,ns,120
Sequential Blind Schnorr,step 1[s = 16],,,,33951752.0,ns,124
Sequential Blind Schnorr,step 1[s = 16],,,,35064366.0,ns,128
Sequential Blind Schnorr,step 1[s = 16],,,,36153861.0,ns,132
Sequential Blind Schnorr,step 1[s = 16],,,,37283154.0,ns,136
Sequential Blind Schnorr,step 1[s = 16],,,,38353097.0,ns,140
Sequential Blind Schnorr,step 1[s = 16],,,,39437560.0,ns,144
Sequential Blind Schnorr,step 1[s = 16],,,,40528565.0,ns,148
Sequential Blind Schnorr,step 1[s = 16],,,,41616958.0,ns,152
Sequential Blind Schnorr,step 1[s = 16],,,,42752153.0,ns,156
Sequential Blind Schnorr,step 1[s = 16],,,,43812554.0,ns,160
Sequential Blind Schnorr,step 1[s = 16],,,,44942669.0,ns,164
Sequential Blind Schnorr,step 1[s = 16],,,,46005253.0,ns,168
Sequential Blind Schnorr,step 1[s = 16],,,,47078186.0,ns,172
Sequential Blind Schnorr,step 1[s = 16],,,,48222541.0,ns,176
Sequential Blind Schnorr,step 1[s = 16],,,,49311603.0,ns,180
Sequential Blind Schnorr,step 1[s = 16],,,,50420508.0,ns,184
Sequential Blind Schnorr,step 1[s = 16],,,,51483081.0,ns,188
Sequential Blind Schnorr,step 1[s = 16],,,,52580014.0,ns,192
Sequential Blind Schnorr,step 1[s = 16],,,,53741159.0,ns,196
Sequential Blind Schnorr,step 1[s = 16],,,,54786542.0,ns,200
Sequential Blind Schnorr,step 1[s = 16],,,,55882035.0,ns,204
Sequential Blind Schnorr,step 1[s = 16],,,,57001651.0,ns,208
Sequential Blind Schnorr,step 1[s = 16],,,,58366229.0,ns,212
Sequential Blind Schnorr,step 1[s = 16],,,,59210607.0,ns,216
Sequential Blind Schnorr,step 1[s = 16],,,,60251479.0,ns,220
Sequential Blind Schnorr,step 1[s = 16],,,,61346013.0,ns,224
Sequential Blind Schnorr,step 1[s = 16],,,,62474139.0,ns,228
Sequential Blind Schnorr,step 1[s = 16],,,,63612212.0,ns,232
Sequential Blind Schnorr,step 1[s = 16],,,,64632054.0,ns,236
Sequential Blind Schnorr,step 1[s = 16],,,,65698007.0,ns,240
Sequential Blind Schnorr,step 1[s = 16],,,,66879244.0,ns,244
Sequential Blind Schnorr,step 1[s = 16],,,,68030007.0,ns,248
Sequential Blind Schnorr,step 1[s = 16],,,,69058819.0,ns,252
Sequential Blind Schnorr,step 1[s = 16],,,,70199225.0,ns,256
Sequential Blind Schnorr,step 1[s = 16],,,,71252957.0,ns,260
Sequential Blind Schnorr,step 1[s = 16],,,,72313501.0,ns,264
Sequential Blind Schnorr,step 1[s = 16],,,,73360362.0,ns,268
Sequential Blind Schnorr,step 1[s = 16],,,,74567379.0,ns,272
Sequential Blind Schnorr,step 1[s = 16],,,,75621711.0,ns,276
Sequential Blind Schnorr,step 1[s = 16],,,,76695844.0,ns,280
Sequential Blind Schnorr,step 1[s = 16],,,,77819800.0,ns,284
Sequential Blind Schnorr,step 1[s = 16],,,,78888301.0,ns,288
Sequential Blind Schnorr,step 1[s = 16],,,,80018176.0,ns,292
Sequential Blind Schnorr,step 1[s = 16],,,,81067150.0,ns,296
Sequential Blind Schnorr,step 1[s = 16],,,,82194092.0,ns,300
Sequential Blind Schnorr,step 1[s = 16],,,,83262756.0,ns,304
Sequential Blind Schnorr,step 1[s = 16],,,,84424672.0,ns,308
Sequential Blind Schnorr,step 1[s = 16],,,,85479454.0,ns,312
Sequential Blind Schnorr,step 1[s = 16],,,,86549667.0,ns,316
Sequential Blind Schnorr,step 1[s = 16],,,,87645341.0,ns,320
Sequential Blind Schnorr,step 1[s = 16],,,,89297237.0,ns,324
Sequential Blind Schnorr,step 1[s = 16],,,,90274156.0,ns,328
Sequential Blind Schnorr,step 1[s = 16],,,,90961123.0,ns,332
Sequential Blind Schnorr,step 1[s = 16],,,,92052366.0,ns,336
Sequential Blind Schnorr,step 1[s = 16],,,,93111789.0,ns,340
Sequential Blind Schnorr,step 1[s = 16],,,,94265803.0,ns,344
Sequential Blind Schnorr,step 1[s = 16],,,,95297187.0,ns,348
Sequential Blind Schnorr,step 1[s = 16],,,,96441980.0,ns,352
Sequential Blind Schnorr,step 1[s = 16],,,,98145127.0,ns,356
Sequential Blind Schnorr,step 1[s = 16],,,,98622127.0,ns,360
Sequential Blind Schnorr,step 1[s = 16],,,,99678841.0,ns,364
Sequential Blind Schnorr,step 1[s = 16],,,,100888876.0,ns,368
Sequential Blind Schnorr,step 1[s = 16],,,,101895769.0,ns,372
Sequential Blind Schnorr,step 1[s = 16],,,,103002862.0,ns,376
Sequential Blind Schnorr,step 1[s = 16],,,,104206138.0,ns,380
Sequential Blind Schnorr,step 1[s = 16],,,,105155308.0,ns,384
Sequential Blind Schnorr,step 1[s = 16],,,,106294593.0,ns,388
Sequential Blind Schnorr,step 1[s = 16],,,,107409698.0,ns,392
Sequential Blind Schnorr,step 1[s = 16],,,,108453049.0,ns,396
Sequential Blind Schnorr,step 1[s = 16],,,,109598035.0,ns,400
