group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,step 4[s = 2],,,,4177920.0,ns,9
Parallel Abe,step 4[s = 2],,,,8062613.0,ns,18
Parallel Abe,step 4[s = 2],,,,12109882.0,ns,27
Parallel Abe,step 4[s = 2],,,,16182359.0,ns,36
Parallel Abe,step 4[s = 2],,,,20229397.0,ns,45
Parallel Abe,step 4[s = 2],,,,24318684.0,ns,54
Parallel Abe,step 4[s = 2],,,,28237619.0,ns,63
Parallel Abe,step 4[s = 2],,,,32388989.0,ns,72
Parallel Abe,step 4[s = 2],,,,36408145.0,ns,81
Parallel Abe,step 4[s = 2],,,,40425982.0,ns,90
Parallel Abe,step 4[s = 2],,,,44521320.0,ns,99
Parallel Abe,step 4[s = 2],,,,48498347.0,ns,108
Parallel Abe,step 4[s = 2],,,,52438211.0,ns,117
Parallel Abe,step 4[s = 2],,,,56274213.0,ns,126
Parallel Abe,step 4[s = 2],,,,60343802.0,ns,135
Parallel Abe,step 4[s = 2],,,,64379009.0,ns,144
Parallel Abe,step 4[s = 2],,,,68496628.0,ns,153
Parallel Abe,step 4[s = 2],,,,72482203.0,ns,162
Parallel Abe,step 4[s = 2],,,,76511871.0,ns,171
Parallel Abe,step 4[s = 2],,,,80650950.0,ns,180
Parallel Abe,step 4[s = 2],,,,84544114.0,ns,189
Parallel Abe,step 4[s = 2],,,,88719843.0,ns,198
Parallel Abe,step 4[s = 2],,,,92589768.0,ns,207
Parallel Abe,step 4[s = 2],,,,96774378.0,ns,216
Parallel Abe,step 4[s = 2],,,,100995548.0,ns,225
Parallel Abe,step 4[s = 2],,,,105216540.0,ns,234
Parallel Abe,step 4[s = 2],,,,110160455.0,ns,243
Parallel Abe,step 4[s = 2],,,,113292747.0,ns,252
Parallel Abe,step 4[s = 2],,,,116791524.0,ns,261
Parallel Abe,step 4[s = 2],,,,120678448.0,ns,270
Parallel Abe,step 4[s = 2],,,,124743615.0,ns,279
Parallel Abe,step 4[s = 2],,,,128867186.0,ns,288
Parallel Abe,step 4[s = 2],,,,132849292.0,ns,297
Parallel Abe,step 4[s = 2],,,,136760877.0,ns,306
Parallel Abe,step 4[s = 2],,,,140693981.0,ns,315
