group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,step 4[s = 32],,,,5689072.0,ns,4
Parallel Abe,step 4[s = 32],,,,11471026.0,ns,8
Parallel Abe,step 4[s = 32],,,,17274880.0,ns,12
Parallel Abe,step 4[s = 32],,,,23055315.0,ns,16
Parallel Abe,step 4[s = 32],,,,28624234.0,ns,20
Parallel Abe,step 4[s = 32],,,,26953369.0,ns,24
Parallel Abe,step 4[s = 32],,,,30864302.0,ns,28
Parallel Abe,step 4[s = 32],,,,35876179.0,ns,32
Parallel Abe,step 4[s = 32],,,,41015830.0,ns,36
Parallel Abe,step 4[s = 32],,,,44204058.0,ns,40
Parallel Abe,step 4[s = 32],,,,48405159.0,ns,44
Parallel Abe,step 4[s = 32],,,,53970198.0,ns,48
Parallel Abe,step 4[s = 32],,,,57545904.0,ns,52
Parallel Abe,step 4[s = 32],,,,61928069.0,ns,56
Parallel Abe,step 4[s = 32],,,,76122453.0,ns,60
Parallel Abe,step 4[s = 32],,,,71941993.0,ns,64
Parallel Abe,step 4[s = 32],,,,74220383.0,ns,68
Parallel Abe,step 4[s = 32],,,,79930255.0,ns,72
Parallel Abe,step 4[s = 32],,,,84754538.0,ns,76
Parallel Abe,step 4[s = 32],,,,89195903.0,ns,80
Parallel Abe,step 4[s = 32],,,,93283702.0,ns,84
Parallel Abe,step 4[s = 32],,,,96602652.0,ns,88
Parallel Abe,step 4[s = 32],,,,101404016.0,ns,92
Parallel Abe,step 4[s = 32],,,,105722898.0,ns,96
Parallel Abe,step 4[s = 32],,,,111495363.0,ns,100
Parallel Abe,step 4[s = 32],,,,116304844.0,ns,104
Parallel Abe,step 4[s = 32],,,,119263288.0,ns,108
Parallel Abe,step 4[s = 32],,,,123438919.0,ns,112
Parallel Abe,step 4[s = 32],,,,128522217.0,ns,116
Parallel Abe,step 4[s = 32],,,,133213578.0,ns,120
Parallel Abe,step 4[s = 32],,,,138856799.0,ns,124
Parallel Abe,step 4[s = 32],,,,140322861.0,ns,128
Parallel Abe,step 4[s = 32],,,,145385759.0,ns,132
Parallel Abe,step 4[s = 32],,,,150126131.0,ns,136
Parallel Abe,step 4[s = 32],,,,155471466.0,ns,140
Parallel Abe,step 4[s = 32],,,,160455782.0,ns,144
Parallel Abe,step 4[s = 32],,,,164287744.0,ns,148
Parallel Abe,step 4[s = 32],,,,168650988.0,ns,152
Parallel Abe,step 4[s = 32],,,,171561781.0,ns,156
Parallel Abe,step 4[s = 32],,,,177763353.0,ns,160
Parallel Abe,step 4[s = 32],,,,181777281.0,ns,164
Parallel Abe,step 4[s = 32],,,,185803456.0,ns,168
Parallel Abe,step 4[s = 32],,,,189001955.0,ns,172
Parallel Abe,step 4[s = 32],,,,191939317.0,ns,176
Parallel Abe,step 4[s = 32],,,,198142202.0,ns,180
Parallel Abe,step 4[s = 32],,,,203218999.0,ns,184
Parallel Abe,step 4[s = 32],,,,205972449.0,ns,188
Parallel Abe,step 4[s = 32],,,,211827664.0,ns,192
Parallel Abe,step 4[s = 32],,,,214098783.0,ns,196
Parallel Abe,step 4[s = 32],,,,221142865.0,ns,200
Parallel Abe,step 4[s = 32],,,,223711939.0,ns,204
Parallel Abe,step 4[s = 32],,,,231418635.0,ns,208
Parallel Abe,step 4[s = 32],,,,233463309.0,ns,212
Parallel Abe,step 4[s = 32],,,,239932687.0,ns,216
Parallel Abe,step 4[s = 32],,,,246402086.0,ns,220
Parallel Abe,step 4[s = 32],,,,280472447.0,ns,224
Parallel Abe,step 4[s = 32],,,,272995148.0,ns,228
Parallel Abe,step 4[s = 32],,,,257102466.0,ns,232
Parallel Abe,step 4[s = 32],,,,260304604.0,ns,236
Parallel Abe,step 4[s = 32],,,,264811901.0,ns,240
Parallel Abe,step 4[s = 32],,,,266283883.0,ns,244
Parallel Abe,step 4[s = 32],,,,275669074.0,ns,248
Parallel Abe,step 4[s = 32],,,,280183431.0,ns,252
Parallel Abe,step 4[s = 32],,,,283454511.0,ns,256
Parallel Abe,step 4[s = 32],,,,346155666.0,ns,260
Parallel Abe,step 4[s = 32],,,,303197675.0,ns,264
Parallel Abe,step 4[s = 32],,,,296634454.0,ns,268
Parallel Abe,step 4[s = 32],,,,302869008.0,ns,272
Parallel Abe,step 4[s = 32],,,,305498304.0,ns,276
Parallel Abe,step 4[s = 32],,,,311718528.0,ns,280
Parallel Abe,step 4[s = 32],,,,313959815.0,ns,284
Parallel Abe,step 4[s = 32],,,,315043179.0,ns,288
Parallel Abe,step 4[s = 32],,,,323598507.0,ns,292
Parallel Abe,step 4[s = 32],,,,328274733.0,ns,296
Parallel Abe,step 4[s = 32],,,,333202498.0,ns,300
Parallel Abe,step 4[s = 32],,,,337644534.0,ns,304
Parallel Abe,step 4[s = 32],,,,342574110.0,ns,308
