group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,3926659449.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4307604257.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5514099943.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5238851722.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4522208221.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5319679316.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5383254725.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5319329452.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4098892108.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4887224823.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5073222868.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4742153067.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5705928893.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5012842861.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5633587786.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4983115722.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5051962427.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5533571451.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4871918146.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4083231715.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5431413753.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4754740689.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4826007509.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5350618623.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5905670755.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5636528474.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5525931851.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4529839139.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4818006732.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5089377907.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4256252340.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5348594522.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5293122500.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5445993174.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4628247768.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4347132572.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5723668369.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5225906785.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4723909596.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5147698671.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4552534345.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,4675169657.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5214403439.0,ns,1
Parallel Abe,4-core server handling 100 clients at 50ms EIAT,,,,5568894404.0,ns,1
