group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1470378031.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1504949360.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1520752066.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1489225355.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1499588863.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1480820091.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1520720367.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1486659629.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1540605821.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1513147050.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1503485368.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1526570604.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1510468811.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1503114859.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1527969825.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1513466697.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1514281544.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1498286094.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1522515415.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1506186668.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1494254885.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1530944050.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1517607208.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1505955142.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1552324139.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1513473467.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1486212440.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1540276644.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1524807746.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1533204189.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1504269296.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1523984037.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1516297369.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1489639604.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1497766483.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1509072400.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1511559215.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1496551016.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1509188783.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1543478595.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1508976409.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1527775040.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1467057509.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1484954322.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1483455739.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1498939888.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1500421431.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1480660637.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1526446832.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1509672014.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1529928556.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1520452730.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1550929648.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1525231355.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1487916467.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1485084374.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1522768141.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1452570122.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1492637690.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1514024869.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1513836925.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1503836846.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1505249146.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1526453222.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1505650545.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1546006531.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1488768964.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1506655878.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1487448236.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1531631836.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1522387612.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1529254443.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1499359187.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1527504585.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1478176324.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1511705587.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1478203654.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1492844714.0,ns,1
Parallel Abe,4-core server handling 100 clients at 1ms EIAT,,,,1504947770.0,ns,1
