group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Sequential Blind Schnorr,step 4[s = 8],,,,1369129.0,ns,2
Sequential Blind Schnorr,step 4[s = 8],,,,2717829.0,ns,4
Sequential Blind Schnorr,step 4[s = 8],,,,4080707.0,ns,6
Sequential Blind Schnorr,step 4[s = 8],,,,5456588.0,ns,8
Sequential Blind Schnorr,step 4[s = 8],,,,6807076.0,ns,10
Sequential Blind Schnorr,step 4[s = 8],,,,8164464.0,ns,12
Sequential Blind Schnorr,step 4[s = 8],,,,9525755.0,ns,14
Sequential Blind Schnorr,step 4[s = 8],,,,10886663.0,ns,16
Sequential Blind Schnorr,step 4[s = 8],,,,12247833.0,ns,18
Sequential Blind Schnorr,step 4[s = 8],,,,13610802.0,ns,20
Sequential Blind Schnorr,step 4[s = 8],,,,14981332.0,ns,22
Sequential Blind Schnorr,step 4[s = 8],,,,16338240.0,ns,24
Sequential Blind Schnorr,step 4[s = 8],,,,17693060.0,ns,26
Sequential Blind Schnorr,step 4[s = 8],,,,19068399.0,ns,28
Sequential Blind Schnorr,step 4[s = 8],,,,20421348.0,ns,30
Sequential Blind Schnorr,step 4[s = 8],,,,21794068.0,ns,32
Sequential Blind Schnorr,step 4[s = 8],,,,23126806.0,ns,34
Sequential Blind Schnorr,step 4[s = 8],,,,24519676.0,ns,36
Sequential Blind Schnorr,step 4[s = 8],,,,25863945.0,ns,38
Sequential Blind Schnorr,step 4[s = 8],,,,27219754.0,ns,40
Sequential Blind Schnorr,step 4[s = 8],,,,28585003.0,ns,42
Sequential Blind Schnorr,step 4[s = 8],,,,29945883.0,ns,44
Sequential Blind Schnorr,step 4[s = 8],,,,31324451.0,ns,46
Sequential Blind Schnorr,step 4[s = 8],,,,32673592.0,ns,48
Sequential Blind Schnorr,step 4[s = 8],,,,34037620.0,ns,50
Sequential Blind Schnorr,step 4[s = 8],,,,35378568.0,ns,52
Sequential Blind Schnorr,step 4[s = 8],,,,36757709.0,ns,54
Sequential Blind Schnorr,step 4[s = 8],,,,38224861.0,ns,56
Sequential Blind Schnorr,step 4[s = 8],,,,39487467.0,ns,58
Sequential Blind Schnorr,step 4[s = 8],,,,40851096.0,ns,60
Sequential Blind Schnorr,step 4[s = 8],,,,42201385.0,ns,62
Sequential Blind Schnorr,step 4[s = 8],,,,43545855.0,ns,64
Sequential Blind Schnorr,step 4[s = 8],,,,44946733.0,ns,66
