group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,step 3[s = 2],,,,3610210.0,ns,134
Parallel Abe,step 3[s = 2],,,,7032973.0,ns,268
Parallel Abe,step 3[s = 2],,,,10671195.0,ns,402
Parallel Abe,step 3[s = 2],,,,14250592.0,ns,536
Parallel Abe,step 3[s = 2],,,,17658798.0,ns,670
Parallel Abe,step 3[s = 2],,,,21282446.0,ns,804
Parallel Abe,step 3[s = 2],,,,24482897.0,ns,938
Parallel Abe,step 3[s = 2],,,,28441763.0,ns,1072
Parallel Abe,step 3[s = 2],,,,32224658.0,ns,1206
Parallel Abe,step 3[s = 2],,,,35606770.0,ns,1340
Parallel Abe,step 3[s = 2],,,,39030876.0,ns,1474
Parallel Abe,step 3[s = 2],,,,42278536.0,ns,1608
Parallel Abe,step 3[s = 2],,,,46017620.0,ns,1742
Parallel Abe,step 3[s = 2],,,,50497148.0,ns,1876
Parallel Abe,step 3[s = 2],,,,53291138.0,ns,2010
Parallel Abe,step 3[s = 2],,,,57368108.0,ns,2144
Parallel Abe,step 3[s = 2],,,,60625710.0,ns,2278
Parallel Abe,step 3[s = 2],,,,64132276.0,ns,2412
Parallel Abe,step 3[s = 2],,,,68258297.0,ns,2546
Parallel Abe,step 3[s = 2],,,,71618691.0,ns,2680
Parallel Abe,step 3[s = 2],,,,74345451.0,ns,2814
Parallel Abe,step 3[s = 2],,,,77514949.0,ns,2948
Parallel Abe,step 3[s = 2],,,,82834146.0,ns,3082
Parallel Abe,step 3[s = 2],,,,110723629.0,ns,3216
Parallel Abe,step 3[s = 2],,,,115202996.0,ns,3350
Parallel Abe,step 3[s = 2],,,,119295606.0,ns,3484
Parallel Abe,step 3[s = 2],,,,125743309.0,ns,3618
Parallel Abe,step 3[s = 2],,,,129609892.0,ns,3752
Parallel Abe,step 3[s = 2],,,,135902240.0,ns,3886
Parallel Abe,step 3[s = 2],,,,140395759.0,ns,4020
Parallel Abe,step 3[s = 2],,,,141870991.0,ns,4154
Parallel Abe,step 3[s = 2],,,,147310681.0,ns,4288
Parallel Abe,step 3[s = 2],,,,151177335.0,ns,4422
Parallel Abe,step 3[s = 2],,,,156258707.0,ns,4556
Parallel Abe,step 3[s = 2],,,,162573755.0,ns,4690
Parallel Abe,step 3[s = 2],,,,167006313.0,ns,4824
Parallel Abe,step 3[s = 2],,,,174360284.0,ns,4958
Parallel Abe,step 3[s = 2],,,,172257507.0,ns,5092
Parallel Abe,step 3[s = 2],,,,177672637.0,ns,5226
Parallel Abe,step 3[s = 2],,,,184658940.0,ns,5360
Parallel Abe,step 3[s = 2],,,,187017581.0,ns,5494
Parallel Abe,step 3[s = 2],,,,188427802.0,ns,5628
Parallel Abe,step 3[s = 2],,,,192741347.0,ns,5762
Parallel Abe,step 3[s = 2],,,,196310106.0,ns,5896
Parallel Abe,step 3[s = 2],,,,204059955.0,ns,6030
Parallel Abe,step 3[s = 2],,,,210042106.0,ns,6164
Parallel Abe,step 3[s = 2],,,,215454675.0,ns,6298
Parallel Abe,step 3[s = 2],,,,218200995.0,ns,6432
Parallel Abe,step 3[s = 2],,,,223266576.0,ns,6566
Parallel Abe,step 3[s = 2],,,,236633040.0,ns,6700
Parallel Abe,step 3[s = 2],,,,242706103.0,ns,6834
Parallel Abe,step 3[s = 2],,,,238061801.0,ns,6968
Parallel Abe,step 3[s = 2],,,,247716982.0,ns,7102
Parallel Abe,step 3[s = 2],,,,237700403.0,ns,7236
Parallel Abe,step 3[s = 2],,,,242110489.0,ns,7370
Parallel Abe,step 3[s = 2],,,,251765852.0,ns,7504
Parallel Abe,step 3[s = 2],,,,253442758.0,ns,7638
Parallel Abe,step 3[s = 2],,,,258703324.0,ns,7772
Parallel Abe,step 3[s = 2],,,,261508505.0,ns,7906
Parallel Abe,step 3[s = 2],,,,267320282.0,ns,8040
Parallel Abe,step 3[s = 2],,,,270990633.0,ns,8174
Parallel Abe,step 3[s = 2],,,,268029018.0,ns,8308
Parallel Abe,step 3[s = 2],,,,272557418.0,ns,8442
Parallel Abe,step 3[s = 2],,,,280903810.0,ns,8576
Parallel Abe,step 3[s = 2],,,,290394039.0,ns,8710
Parallel Abe,step 3[s = 2],,,,298117241.0,ns,8844
Parallel Abe,step 3[s = 2],,,,314520527.0,ns,8978
Parallel Abe,step 3[s = 2],,,,277615024.0,ns,9112
Parallel Abe,step 3[s = 2],,,,264178320.0,ns,9246
Parallel Abe,step 3[s = 2],,,,270425809.0,ns,9380
Parallel Abe,step 3[s = 2],,,,276987457.0,ns,9514
Parallel Abe,step 3[s = 2],,,,275088486.0,ns,9648
Parallel Abe,step 3[s = 2],,,,278156489.0,ns,9782
Parallel Abe,step 3[s = 2],,,,284686906.0,ns,9916
Parallel Abe,step 3[s = 2],,,,282003224.0,ns,10050
Parallel Abe,step 3[s = 2],,,,287767170.0,ns,10184
Parallel Abe,step 3[s = 2],,,,291694257.0,ns,10318
Parallel Abe,step 3[s = 2],,,,297677369.0,ns,10452
Parallel Abe,step 3[s = 2],,,,302389658.0,ns,10586
Parallel Abe,step 3[s = 2],,,,304492185.0,ns,10720
Parallel Abe,step 3[s = 2],,,,309357067.0,ns,10854
Parallel Abe,step 3[s = 2],,,,294227805.0,ns,10988
Parallel Abe,step 3[s = 2],,,,286327452.0,ns,11122
Parallel Abe,step 3[s = 2],,,,288629284.0,ns,11256
Parallel Abe,step 3[s = 2],,,,291516501.0,ns,11390
Parallel Abe,step 3[s = 2],,,,295418679.0,ns,11524
Parallel Abe,step 3[s = 2],,,,298384819.0,ns,11658
Parallel Abe,step 3[s = 2],,,,301595766.0,ns,11792
Parallel Abe,step 3[s = 2],,,,305768006.0,ns,11926
Parallel Abe,step 3[s = 2],,,,309124689.0,ns,12060
Parallel Abe,step 3[s = 2],,,,312534422.0,ns,12194
Parallel Abe,step 3[s = 2],,,,327073456.0,ns,12328
Parallel Abe,step 3[s = 2],,,,369436139.0,ns,12462
Parallel Abe,step 3[s = 2],,,,328122109.0,ns,12596
Parallel Abe,step 3[s = 2],,,,323349956.0,ns,12730
Parallel Abe,step 3[s = 2],,,,327195149.0,ns,12864
Parallel Abe,step 3[s = 2],,,,328008916.0,ns,12998
Parallel Abe,step 3[s = 2],,,,331818828.0,ns,13132
Parallel Abe,step 3[s = 2],,,,335084839.0,ns,13266
Parallel Abe,step 3[s = 2],,,,337884828.0,ns,13400
