group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8498174806.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7223305550.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7550525175.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7791579382.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,11029561963.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8323636318.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8250564845.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,11283711146.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8199057216.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7618905355.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7282721213.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7267014503.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,9900567207.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7230731581.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8098463745.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7852139393.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7399578764.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7476224524.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7630021810.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7552945968.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,9178816936.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,9229327358.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7321663384.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7478026984.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,9481531449.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7702984517.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8890037717.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8257306826.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,7878470687.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 1ms EIAT,,,,8329422356.0,ns,1
