group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7543439056.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7646183084.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,6945280725.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7569396348.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7163095796.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7423203714.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7191546481.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7184838645.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7709931623.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7605787211.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,8116036081.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7443610932.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7098148140.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,8188900378.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7092507913.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7569844237.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,8018432692.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7496421378.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7270555856.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7400588800.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7322776765.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,8064827731.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7230106852.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7431465527.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7435070200.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7696142354.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7371095646.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7251748629.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7486315596.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7237582810.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7872583941.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7299398858.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7557945839.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,6985192750.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7163390481.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7391905211.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,8166298902.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7631342796.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7337902529.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7618743161.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7174181884.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7642250252.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7235240472.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7335440306.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7641310989.0,ns,1
Sequential Blind Schnorr,1-core server handling 100 clients at 50ms EIAT,,,,7923680144.0,ns,1
