group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1119834166.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,841944524.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1019414449.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1094253557.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,912428169.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1019483711.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1223932686.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1178457447.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1117320358.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1122457102.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1016293342.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1120517185.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1086286175.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1118634231.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1123796415.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,909174103.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1046217537.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,870358398.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,911130959.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,949674120.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,906186388.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1248267766.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,984513024.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,889277569.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,949401929.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,959802224.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1351729250.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,973174403.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1070053728.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,950400478.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1095107936.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1108656437.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,985549774.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1124141138.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1047619641.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1130153408.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1099158882.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,992071566.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1122123372.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,931927570.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,988185101.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,993298435.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1055218144.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1054693603.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,992387700.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1084597326.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,959443780.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,841272910.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1035073561.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1071273439.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1041875146.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1041055241.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,879020989.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,991049038.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,836472115.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,935075167.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1035338621.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,893047828.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1113212254.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1039190473.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1169113957.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1226062155.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,887166470.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1057358120.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,928548428.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1310461193.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,959172146.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1209177872.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1127750086.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1212209579.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,994130448.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,902113759.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1045110189.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,954803222.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1124438281.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1065878078.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,973098584.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,920734336.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,966543333.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1110755075.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1094492341.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1060065149.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1009533655.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1052560478.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,968522648.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1151287897.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,946972319.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,898448598.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1132370566.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,915380233.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1009571139.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,992923490.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,986833178.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1106754231.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1094434781.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,941155400.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,978864711.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1106963574.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,1056946548.0,ns,1
Parallel Abe,16-core server handling 100 clients at 10ms EIAT,,,,934735522.0,ns,1
